"Time","completed"
2021-07-30 11:41:45,0
2021-07-30 11:41:45,1
2021-07-30 11:41:45,2
2021-07-30 11:41:45,3
2021-07-30 11:41:45,4
2021-07-30 11:41:45,5
2021-07-30 11:41:45,6
2021-07-30 11:41:50,7
2021-07-30 11:41:50,8
2021-07-30 11:41:50,9
2021-07-30 11:41:50,10
2021-07-30 11:41:50,11
2021-07-30 11:41:50,12
2021-07-30 11:41:55,13
2021-07-30 11:41:55,14
2021-07-30 11:41:55,15
2021-07-30 11:41:55,16
2021-07-30 11:41:55,17
2021-07-30 11:41:55,18
2021-07-30 11:41:55,19
2021-07-30 11:41:55,20
2021-07-30 11:41:55,21
2021-07-30 11:41:55,22
2021-07-30 11:41:55,23
2021-07-30 11:41:55,24
2021-07-30 11:41:55,25
2021-07-30 11:41:55,26
2021-07-30 11:42:00,27
2021-07-30 11:42:00,28
2021-07-30 11:42:00,29
2021-07-30 11:42:00,30
2021-07-30 11:42:00,31
2021-07-30 11:42:00,32
2021-07-30 11:42:00,33
2021-07-30 11:42:00,34
2021-07-30 11:42:00,35
2021-07-30 11:42:00,36
2021-07-30 11:42:00,37
2021-07-30 11:42:00,38
2021-07-30 11:42:00,39
2021-07-30 11:42:05,40
2021-07-30 11:42:05,41
2021-07-30 11:42:05,42
2021-07-30 11:42:05,43
2021-07-30 11:42:05,44
2021-07-30 11:42:05,45
2021-07-30 11:42:05,46
2021-07-30 11:42:05,47
2021-07-30 11:42:05,48
2021-07-30 11:42:05,49
2021-07-30 11:42:05,50
2021-07-30 11:42:05,51
2021-07-30 11:42:05,52
2021-07-30 11:42:10,53
2021-07-30 11:42:10,54
2021-07-30 11:42:10,55
2021-07-30 11:42:10,56
2021-07-30 11:42:10,57
2021-07-30 11:42:10,58
2021-07-30 11:42:10,59
2021-07-30 11:42:10,60
2021-07-30 11:42:10,61
2021-07-30 11:42:10,62
2021-07-30 11:42:10,63
2021-07-30 11:42:10,64
2021-07-30 11:42:10,65
2021-07-30 11:42:10,66
2021-07-30 11:42:10,67
2021-07-30 11:42:15,68
2021-07-30 11:42:15,69
2021-07-30 11:42:15,70
2021-07-30 11:42:15,71
2021-07-30 11:42:15,72
2021-07-30 11:42:15,73
2021-07-30 11:42:15,74
2021-07-30 11:42:15,75
2021-07-30 11:42:15,76
2021-07-30 11:42:15,77
2021-07-30 11:42:15,78
2021-07-30 11:42:15,79
2021-07-30 11:42:15,80
2021-07-30 11:42:15,81
2021-07-30 11:42:20,82
2021-07-30 11:42:20,83
2021-07-30 11:42:20,84
2021-07-30 11:42:20,85
2021-07-30 11:42:20,86
2021-07-30 11:42:20,87
2021-07-30 11:42:20,88
2021-07-30 11:42:20,89
2021-07-30 11:42:20,90
2021-07-30 11:42:20,91
2021-07-30 11:42:20,92
2021-07-30 11:42:25,93
2021-07-30 11:42:25,94
2021-07-30 11:42:25,95
2021-07-30 11:42:25,96
2021-07-30 11:42:25,97
2021-07-30 11:42:25,98
2021-07-30 11:42:25,99
2021-07-30 11:42:25,100
2021-07-30 11:42:25,101
2021-07-30 11:42:25,102
2021-07-30 11:42:25,103
2021-07-30 11:42:25,104
2021-07-30 11:42:25,105
2021-07-30 11:42:25,106
2021-07-30 11:42:25,107
2021-07-30 11:42:25,108
2021-07-30 11:42:25,109
2021-07-30 11:42:30,110
2021-07-30 11:42:30,111
2021-07-30 11:42:30,112
2021-07-30 11:42:30,113
2021-07-30 11:42:30,114
2021-07-30 11:42:30,115
2021-07-30 11:42:30,116
2021-07-30 11:42:30,117
2021-07-30 11:42:30,118
2021-07-30 11:42:30,119
2021-07-30 11:42:30,120
2021-07-30 11:42:30,121
2021-07-30 11:42:30,122
2021-07-30 11:42:30,123
2021-07-30 11:42:35,124
2021-07-30 11:42:35,125
2021-07-30 11:42:35,126
2021-07-30 11:42:35,127
2021-07-30 11:42:35,128
2021-07-30 11:42:35,129
2021-07-30 11:42:35,130
2021-07-30 11:42:35,131
2021-07-30 11:42:35,132
2021-07-30 11:42:35,133
2021-07-30 11:42:40,134
2021-07-30 11:42:40,135
2021-07-30 11:42:40,136
2021-07-30 11:42:40,137
2021-07-30 11:42:40,138
2021-07-30 11:42:40,139
2021-07-30 11:42:40,140
2021-07-30 11:42:40,141
2021-07-30 11:42:40,142
2021-07-30 11:42:40,143
2021-07-30 11:42:40,144
2021-07-30 11:42:40,145
2021-07-30 11:42:40,146
2021-07-30 11:42:45,147
2021-07-30 11:42:45,148
2021-07-30 11:42:45,149
2021-07-30 11:42:45,150
2021-07-30 11:42:45,151
2021-07-30 11:42:45,152
2021-07-30 11:42:45,153
2021-07-30 11:42:45,154
2021-07-30 11:42:45,155
2021-07-30 11:42:45,156
2021-07-30 11:42:45,157
2021-07-30 11:42:45,158
2021-07-30 11:42:45,159
2021-07-30 11:42:45,160
2021-07-30 11:42:50,161
2021-07-30 11:42:50,162
2021-07-30 11:42:50,163
2021-07-30 11:42:50,164
2021-07-30 11:42:50,165
2021-07-30 11:42:50,166
2021-07-30 11:42:50,167
2021-07-30 11:42:50,168
2021-07-30 11:42:50,169
2021-07-30 11:42:50,170
2021-07-30 11:42:50,171
2021-07-30 11:42:55,172
2021-07-30 11:42:55,173
2021-07-30 11:42:55,174
2021-07-30 11:42:55,175
2021-07-30 11:42:55,176
2021-07-30 11:42:55,177
2021-07-30 11:42:55,178
2021-07-30 11:42:55,179
2021-07-30 11:42:55,180
2021-07-30 11:42:55,181
2021-07-30 11:42:55,182
2021-07-30 11:42:55,183
2021-07-30 11:42:55,184
2021-07-30 11:42:55,185
2021-07-30 11:42:55,186
2021-07-30 11:43:00,187
2021-07-30 11:43:00,188
2021-07-30 11:43:00,189
2021-07-30 11:43:00,190
